ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
TKT-000125,Multi-factor authentication setup,Quarterly review of [group_name] group membership required. 7 members to verify.,Access Management,Medium,Fixed SSO configuration for SAP. Identity provider integration restored successfully.,2025-05-07 10:36:48,Closed,51
TKT-000126,Service account password reset,User john.doe needs temporary elevated permissions for Active Directory. Duration: 6 days.,Access Management,Medium,Unlocked account for sarah.johnson after identity verification. Password reset completed successfully.,2026-01-01 10:36:48,Closed,1
TKT-000127,Phishing email reported by user,Potential data breach detected. 5513 records may be compromised. Immediate investigation required.,Security,Medium,Restarted VPN authentication services. All remote users now able to connect successfully.,2025-11-17 10:36:48,Closed,28
TKT-000128,Database migration failed for AnalyticsDB,Applications experiencing connection timeouts to CustomerDB. Connection pool showing [pool_size] active connections.,Database,Medium,Restored affected records from backup and ran full data integrity check. Corruption resolved.,2025-08-15 10:36:48,Resolved,68
TKT-000129,Disk space full on PROD-WEB-01,The Mail Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Low,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,2026-01-24 10:36:48,Closed,36
TKT-000130,DHCP pool exhausted in [subnet],Network equipment in Branch Office overheating. Temperature reading 26°C above normal.,Network,Medium,Optimized QoS settings and upgraded interface capacity. Latency reduced to 352ms.,2026-01-21 10:36:48,Closed,50
TKT-000131,Hardware failure detected on FILE-SRV-01,The Web Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,2025-12-24 10:36:48,Closed,23
TKT-000132,Replication lag in CustomerDB cluster,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 83%.,2025-08-13 10:36:48,Resolved,23
TKT-000133,Single sign-on configuration issue,Quarterly review of [group_name] group membership required. 21 members to verify.,Access Management,Medium,Completed role-based access review for [department]. 39 access changes implemented.,2025-11-26 10:36:48,Resolved,70
TKT-000134,Database backup failed for ProductionDB,Migration of CustomerDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2025-08-04 10:36:48,Closed,24
TKT-000135,VPN connection issues for remote users,Potential data breach detected. 6370 records may be compromised. Immediate investigation required.,Security,Low,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2025-05-05 10:36:48,Closed,42
TKT-000136,Group membership review for [group_name],SSO authentication failing for Active Directory. Users unable to access via identity provider.,Access Management,High,Completed role-based access review for [department]. 42 access changes implemented.,2025-04-12 10:36:48,Closed,30
TKT-000137,Antivirus signature update failed,Firewall rules for Web Service need review. Current configuration allows [port] access from any source.,Security,Critical,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,2026-02-23 10:36:48,Closed,59
TKT-000138,Privileged account audit request,User john.doe account locked after 5 failed login attempts. Password reset requested.,Access Management,Low,Fixed SSO configuration for Office 365. Identity provider integration restored successfully.,2025-05-22 10:36:48,Resolved,21
TKT-000139,Database backup failed for InventoryDB,Index fragmentation on [table_name] exceeds threshold. Query performance severely impacted.,Database,Medium,Resolved migration issues and successfully upgraded UserDB to version [new_version].,2025-05-10 10:36:48,Resolved,13
TKT-000140,Antivirus signature update failed,Antivirus definition update failed on 14 workstations. Systems vulnerable to latest threats.,Security,High,Restarted VPN authentication services. All remote users now able to connect successfully.,2025-10-02 10:36:48,Resolved,16
TKT-000141,Role-based access review required,Quarterly review of [group_name] group membership required. 11 members to verify.,Access Management,Low,Unlocked account for mike.wilson after identity verification. Password reset completed successfully.,2026-02-06 10:36:48,Closed,67
TKT-000142,Index rebuild required for AnalyticsDB,Deadlock frequency increased on AnalyticsDB. 16 deadlocks in past [timeframe].,Database,Medium,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2025-03-27 10:36:48,Closed,19
TKT-000143,Database connection timeout - ProductionDB,Query execution time increased by 74% on UserDB. Table [table_name] queries most affected.,Database,Critical,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2025-12-25 10:36:48,Resolved,27
TKT-000144,Wireless connectivity issues in [area],Port [port_number] on switch SW-CORE-01 non-functional. 5 devices disconnected.,Network,Critical,Expanded DHCP pool range for subnet [subnet]. Additional 9 IP addresses available.,2025-05-01 10:36:48,Closed,17
TKT-000145,Single sign-on configuration issue,New employee mike.wilson requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,Critical,Reset service account 14 password. Updated [dependent_services] service configurations.,2025-08-08 10:36:48,Resolved,56
TKT-000146,Database connection timeout - InventoryDB,Applications experiencing connection timeouts to InventoryDB. Connection pool showing [pool_size] active connections.,Database,High,Restored affected records from backup and ran full data integrity check. Corruption resolved.,2025-07-13 10:36:48,Closed,46
TKT-000147,Security patch deployment required,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Low,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,2025-04-01 10:36:48,Resolved,60
TKT-000148,Disk space full on FILE-SRV-01,Hardware diagnostic reports failure on FILE-SRV-01. Component replacement required. Service impact expected.,Infrastructure,Critical,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,2025-10-24 10:36:48,Resolved,58
TKT-000149,Service account password reset,User david.brown account locked after 3 failed login attempts. Password reset requested.,Access Management,High,Configured MFA for jane.smith using [device_type]. Authentication testing successful.,2025-03-22 10:36:48,Closed,13
TKT-000150,Service account password reset,Service account 9 password expired. [dependent_services] services affected.,Access Management,Low,Completed privileged account audit. 48 findings documented and remediation planned.,2026-02-11 10:36:48,Closed,63
TKT-000151,ERP deployment failed,Deployment of Jira version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Increased API timeout values and optimized service calls. API response times now within acceptable range.,2025-08-02 10:36:48,Closed,66
TKT-000152,API timeout in CRM,API calls to File Service timing out after 88 seconds. Jira dependent operations failing.,Application,Low,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,2026-01-30 10:36:48,Resolved,64
TKT-000153,Database deadlock issues in AnalyticsDB,Database ProductionDB space utilization at 70%. Only [space_left]GB remaining capacity.,Database,Low,Configured transaction log backup and implemented log management. Log space issues resolved.,2025-11-01 10:36:48,Closed,38
TKT-000154,VM migration required for PROD-WEB-01,The Web Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2025-08-13 10:36:48,Closed,30
TKT-000155,Database migration failed for CustomerDB,Query execution time increased by 83% on AnalyticsDB. Table [table_name] queries most affected.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2025-07-23 10:36:48,Closed,56
TKT-000156,Backup failed for APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 18GB RAM utilized. Application restart may be needed.,Infrastructure,Medium,Restarted Web Service service and verified functionality. Implemented monitoring alerts for early detection.,2025-08-13 10:36:48,Resolved,71
